Body,Head,Head_Coverage,Standard_Confidence,PCA_Confidence,Support,Body Size,Pca Body Size,Functional_variable
?a  comorbidity  Diabetes_Mellitus   ,?a  drug  Cisplatin,0.088337,0.379653,0.379653,153,403,403,?a
?a  comorbidity  Depression  ?a  drug  Carboplatin   ,?a  smokingHabit  CurrentSmoker,0.053876,0.271523,0.37963,41,151,108,?a
?a  drug  Afatinib   ,?a  comorbidity  Cardiopathy,0.073256,0.379518,0.379518,126,332,332,?a
?a  drug  Afatinib   ,?a  comorbidity  Diabetes_Mellitus,0.073256,0.379518,0.379518,126,332,332,?a
?a  hasRelapse  Yes  ?a  smokingHabit  PreviousSmoker   ,?a  drug  Afatinib,0.025404,0.37931,0.37931,44,116,116,?a
?a  hasRelapse  No  ?a  smokingHabit  NonSmoker   ,?a  drug  Nivolumab,0.028868,0.378788,0.378788,50,132,132,?a
?a  biomarker  ROS1_Positive  ?a  comorbidity  Cardiopathy   ,?a  drug  Vinorelbine,0.028868,0.378788,0.378788,50,132,132,?a
?a  hasRelapse  No  ?a  smokingHabit  CurrentSmoker   ,?a  drug  Vinorelbine,0.028868,0.378788,0.378788,50,132,132,?a
?a  comorbidity  Cardiopathy  ?a  comorbidity  Diabetes_Mellitus   ,?a  smokingHabit  NonSmoker,0.051248,0.276596,0.378641,39,141,103,?a
?a  biomarker  ROS1_Positive  ?a  comorbidity  Depression   ,?a  drug  Nivolumab,0.0306,0.378571,0.378571,53,140,140,?a
?a  ageCategory  young  ?a  biomarker  ALK_Positive   ,?a  drug  Cisplatin,0.034065,0.378205,0.378205,59,156,156,?a
?a  drug  Carboplatin  ?a  hasRelapse  Yes   ,?a  smokingHabit  CurrentSmoker,0.059133,0.269461,0.378151,45,167,119,?a
?a  hasRelapse  Yes  ?a  smokingHabit  CurrentSmoker   ,?a  drug  Nivolumab,0.025982,0.378151,0.378151,45,119,119,?a
?a  hasRelapse  Yes  ?a  smokingHabit  CurrentSmoker   ,?a  drug  Carboplatin,0.025982,0.378151,0.378151,45,119,119,?a
?a  comorbidity  Others  ?a  sex  male   ,?a  drug  Cisplatin,0.045612,0.37799,0.37799,79,209,209,?a
?a  comorbidity  Cardiopathy  ?a  hasRelapse  No   ,?a  drug  Carboplatin,0.049654,0.377193,0.377193,86,228,228,?a
?a  comorbidity  Others  ?a  drug  Vinorelbine   ,?a  smokingHabit  NonSmoker,0.060447,0.285714,0.377049,46,161,122,?a
?a  comorbidity  Diabetes_Mellitus  ?a  drug  Cisplatin   ,?a  smokingHabit  NonSmoker,0.060447,0.300654,0.377049,46,153,122,?a
?a  sex  female  ?a  smokingHabit  CurrentSmoker   ,?a  drug  Vinorelbine,0.030023,0.376812,0.376812,52,138,138,?a
?a  ageCategory  old   ,?a  comorbidity  Cardiopathy,0.106395,0.376543,0.376543,183,486,486,?a
?a  comorbidity  Others  ?a  sex  male   ,?a  smokingHabit  NonSmoker,0.080158,0.291866,0.376543,61,209,162,?a
?a  biomarker  ROS1_Positive  ?a  hasRelapse  No   ,?a  drug  Vinorelbine,0.035219,0.376543,0.376543,61,162,162,?a
?a  biomarker  ROS1_Positive  ?a  drug  Cisplatin   ,?a  smokingHabit  NonSmoker,0.04205,0.304762,0.376471,32,105,85,?a
?a  biomarker  ROS1_Positive  ?a  comorbidity  Diabetes_Mellitus   ,?a  smokingHabit  CurrentSmoker,0.045992,0.291667,0.376344,35,120,93,?a
?a  biomarker  ALK_Positive  ?a  comorbidity  Depression   ,?a  smokingHabit  PreviousSmoker,0.045992,0.265152,0.376344,35,132,93,?a
?a  biomarker  EGFR_Positive   ,?a  drug  Carboplatin,0.06582,0.376238,0.376238,114,303,303,?a
?a  comorbidity  Cardiopathy  ?a  drug  Nivolumab   ,?a  smokingHabit  PreviousSmoker,0.049934,0.273381,0.376238,38,139,101,?a
?a  biomarker  ALK_Positive  ?a  hasRelapse  Yes   ,?a  smokingHabit  NonSmoker,0.049934,0.275362,0.376238,38,138,101,?a
?a  biomarker  EGFR_Positive  ?a  comorbidity  Cardiopathy   ,?a  drug  Vinorelbine,0.028868,0.37594,0.37594,50,133,133,?a
?a  comorbidity  Cardiopathy  ?a  comorbidity  Diabetes_Mellitus   ,?a  drug  Vinorelbine,0.0306,0.375887,0.375887,53,141,141,?a
?a  ageCategory  young  ?a  hasRelapse  No   ,?a  drug  Cisplatin,0.056582,0.375479,0.375479,98,261,261,?a
?a  hasRelapse  Yes   ,?a  comorbidity  Cardiopathy,0.10814,0.375,0.375,186,496,496,?a
?a  ageCategory  old  ?a  biomarker  ALK_Positive   ,?a  drug  Afatinib,0.027714,0.375,0.375,48,128,128,?a
?a  comorbidity  Others  ?a  smokingHabit  CurrentSmoker   ,?a  drug  Nivolumab,0.022517,0.375,0.375,39,104,104,?a
?a  ageCategory  old  ?a  comorbidity  Depression   ,?a  drug  Nivolumab,0.050231,0.375,0.375,87,232,232,?a
?a  biomarker  EGFR_Positive  ?a  hasRelapse  No   ,?a  drug  Vinorelbine,0.031178,0.375,0.375,54,144,144,?a
?a  ageCategory  old  ?a  hasRelapse  No   ,?a  drug  Vinorelbine,0.05254,0.374486,0.374486,91,243,243,?a
?a  comorbidity  Cardiopathy   ,?a  comorbidity  Depression,0.090116,0.374396,0.374396,155,414,414,?a
?a  ageCategory  old  ?a  smokingHabit  PreviousSmoker   ,?a  drug  Afatinib,0.028291,0.374046,0.374046,49,131,131,?a
?a  ageCategory  young  ?a  biomarker  ALK_Positive   ,?a  smokingHabit  NonSmoker,0.056505,0.275641,0.373913,43,156,115,?a
?a  comorbidity  Others   ,?a  drug  Carboplatin,0.095843,0.373874,0.373874,166,444,444,?a
?a  ageCategory  old  ?a  hasRelapse  No   ,?a  smokingHabit  PreviousSmoker,0.09724,0.304527,0.373737,74,243,198,?a
?a  drug  Cisplatin   ,?a  smokingHabit  NonSmoker,0.130092,0.286127,0.373585,99,346,265,?a
?a  biomarker  EGFR_Positive  ?a  drug  Afatinib   ,?a  smokingHabit  NonSmoker,0.036794,0.266667,0.373333,28,105,75,?a
?a  biomarker  ALK_Positive  ?a  sex  female   ,?a  drug  Afatinib,0.032333,0.373333,0.373333,56,150,150,?a
?a  ageCategory  young  ?a  biomarker  EGFR_Positive   ,?a  drug  Nivolumab,0.032333,0.373333,0.373333,56,150,150,?a
?a  biomarker  ALK_Positive   ,?a  comorbidity  Diabetes_Mellitus,0.061628,0.373239,0.373239,106,284,284,?a
?a  ageCategory  old  ?a  sex  female   ,?a  smokingHabit  PreviousSmoker,0.098555,0.290698,0.373134,75,258,201,?a
?a  drug  Nivolumab  ?a  drug  Vinorelbine   ,?a  smokingHabit  NonSmoker,0.032852,0.290698,0.373134,25,86,67,?a
?a  ageCategory  young  ?a  sex  female   ,?a  smokingHabit  CurrentSmoker,0.094612,0.268657,0.373057,72,268,193,?a
?a  hasRelapse  No   ,?a  drug  Vinorelbine,0.108545,0.373016,0.373016,188,504,504,?a
?a  hasRelapse  No   ,?a  drug  Carboplatin,0.108545,0.373016,0.373016,188,504,504,?a
?a  drug  Carboplatin   ,?a  biomarker  ALK_Positive,0.097669,0.247887,0.372881,88,355,236,?a
?a  comorbidity  Depression  ?a  smokingHabit  PreviousSmoker   ,?a  drug  Vinorelbine,0.023672,0.372727,0.372727,41,110,110,?a
?a  ageCategory  young  ?a  comorbidity  Depression   ,?a  smokingHabit  NonSmoker,0.078844,0.264317,0.372671,60,227,161,?a
?a  biomarker  EGFR_Positive  ?a  comorbidity  Cardiopathy   ,?a  smokingHabit  NonSmoker,0.049934,0.285714,0.372549,38,133,102,?a
?a  ageCategory  young  ?a  comorbidity  Cardiopathy   ,?a  drug  Vinorelbine,0.049654,0.372294,0.372294,86,231,231,?a
?a  comorbidity  Cardiopathy   ,?a  drug  Carboplatin,0.088915,0.371981,0.371981,154,414,414,?a
?a  comorbidity  Diabetes_Mellitus  ?a  sex  male   ,?a  smokingHabit  NonSmoker,0.080158,0.308081,0.371951,61,198,164,?a
?a  comorbidity  Depression  ?a  comorbidity  Others   ,?a  drug  Vinorelbine,0.035219,0.371951,0.371951,61,164,164,?a
?a  drug  Nivolumab  ?a  hasRelapse  Yes   ,?a  smokingHabit  CurrentSmoker,0.059133,0.277778,0.371901,45,162,121,?a
?a  comorbidity  Depression  ?a  hasRelapse  No   ,?a  drug  Afatinib,0.049076,0.371179,0.371179,85,229,229,?a
?a  ageCategory  old  ?a  smokingHabit  CurrentSmoker   ,?a  drug  Afatinib,0.026559,0.370968,0.370968,46,124,124,?a
?a  biomarker  ROS1_Positive  ?a  smokingHabit  CurrentSmoker   ,?a  drug  Nivolumab,0.019053,0.370787,0.370787,33,89,89,?a
?a  sex  female   ,?a  drug  Vinorelbine,0.112587,0.370722,0.370722,195,526,526,?a
?a  biomarker  EGFR_Positive  ?a  hasRelapse  No   ,?a  smokingHabit  NonSmoker,0.056505,0.298611,0.37069,43,144,116,?a
?a  ageCategory  old  ?a  comorbidity  Depression   ,?a  drug  Afatinib,0.049654,0.37069,0.37069,86,232,232,?a
?a  ageCategory  old  ?a  comorbidity  Depression   ,?a  drug  Vinorelbine,0.049654,0.37069,0.37069,86,232,232,?a
?a  smokingHabit  CurrentSmoker   ,?a  drug  Carboplatin,0.053695,0.370518,0.370518,93,251,251,?a
?a  ageCategory  old  ?a  hasRelapse  No   ,?a  drug  Nivolumab,0.051963,0.37037,0.37037,90,243,243,?a
?a  ageCategory  old  ?a  sex  male   ,?a  smokingHabit  NonSmoker,0.088042,0.29386,0.370166,67,228,181,?a
?a  biomarker  ALK_Positive  ?a  drug  Vinorelbine   ,?a  smokingHabit  NonSmoker,0.03548,0.28125,0.369863,27,96,73,?a
?a  biomarker  ALK_Positive  ?a  hasRelapse  No   ,?a  drug  Cisplatin,0.031178,0.369863,0.369863,54,146,146,?a
?a  comorbidity  Others  ?a  drug  Carboplatin   ,?a  smokingHabit  CurrentSmoker,0.057819,0.26506,0.369748,44,166,119,?a
?a  comorbidity  Others  ?a  drug  Carboplatin   ,?a  smokingHabit  PreviousSmoker,0.057819,0.26506,0.369748,44,166,119,?a
?a  sex  male  ?a  smokingHabit  PreviousSmoker   ,?a  drug  Vinorelbine,0.025404,0.369748,0.369748,44,119,119,?a
?a  ageCategory  young   ,?a  drug  Cisplatin,0.1097,0.36965,0.36965,190,514,514,?a
?a  comorbidity  Cardiopathy  ?a  comorbidity  Others   ,?a  smokingHabit  NonSmoker,0.044678,0.259542,0.369565,34,131,92,?a
?a  biomarker  ROS1_Positive   ,?a  drug  Carboplatin,0.066975,0.369427,0.369427,116,314,314,?a
?a  comorbidity  Diabetes_Mellitus  ?a  hasRelapse  Yes   ,?a  smokingHabit  CurrentSmoker,0.076216,0.280193,0.369427,58,207,157,?a
?a  comorbidity  Others   ,?a  comorbidity  Depression,0.095349,0.369369,0.369369,164,444,444,?a
?a  biomarker  EGFR_Positive  ?a  comorbidity  Diabetes_Mellitus   ,?a  drug  Nivolumab,0.023672,0.369369,0.369369,41,111,111,?a
?a  comorbidity  Depression  ?a  drug  Nivolumab   ,?a  smokingHabit  CurrentSmoker,0.063075,0.284024,0.369231,48,169,130,?a
?a  biomarker  EGFR_Positive  ?a  comorbidity  Others   ,?a  drug  Vinorelbine,0.031755,0.369128,0.369128,55,149,149,?a
?a  smokingHabit  PreviousSmoker   ,?a  drug  Afatinib,0.053695,0.369048,0.369048,93,252,252,?a
?a  biomarker  ALK_Positive  ?a  sex  female   ,?a  smokingHabit  PreviousSmoker,0.055191,0.28,0.368421,42,150,114,?a
?a  biomarker  ROS1_Positive  ?a  hasRelapse  Yes   ,?a  drug  Cisplatin,0.032333,0.368421,0.368421,56,152,152,?a
?a  biomarker  EGFR_Positive  ?a  smokingHabit  CurrentSmoker   ,?a  drug  Cisplatin,0.016166,0.368421,0.368421,28,76,76,?a
?a  comorbidity  Others  ?a  sex  male   ,?a  drug  Vinorelbine,0.044457,0.368421,0.368421,77,209,209,?a
?a  comorbidity  Depression   ,?a  drug  Nivolumab,0.097575,0.368192,0.368192,169,459,459,?a
?a  hasRelapse  No  ?a  sex  male   ,?a  smokingHabit  NonSmoker,0.09724,0.299595,0.368159,74,247,201,?a
?a  comorbidity  Others  ?a  hasRelapse  Yes   ,?a  smokingHabit  NonSmoker,0.078844,0.265487,0.368098,60,226,163,?a
?a  biomarker  EGFR_Positive  ?a  hasRelapse  No   ,?a  drug  Cisplatin,0.0306,0.368056,0.368056,53,144,144,?a
?a  drug  Carboplatin  ?a  sex  male   ,?a  smokingHabit  NonSmoker,0.060447,0.265896,0.368,46,173,125,?a
?a  sex  male   ,?a  smokingHabit  NonSmoker,0.177398,0.28481,0.367847,135,474,367,?a
?a  comorbidity  Cardiopathy  ?a  hasRelapse  No   ,?a  smokingHabit  CurrentSmoker,0.0841,0.280702,0.367816,64,228,174,?a
?a  biomarker  ROS1_Positive   ,?a  smokingHabit  CurrentSmoker,0.116951,0.283439,0.367769,89,314,242,?a
?a  drug  Vinorelbine   ,?a  smokingHabit  NonSmoker,0.131406,0.282486,0.367647,100,354,272,?a
?a  hasRelapse  No  ?a  smokingHabit  PreviousSmoker   ,?a  drug  Nivolumab,0.028868,0.367647,0.367647,50,136,136,?a
?a  biomarker  EGFR_Positive  ?a  sex  male   ,?a  drug  Nivolumab,0.028868,0.367647,0.367647,50,136,136,?a
?a  comorbidity  Cardiopathy  ?a  smokingHabit  CurrentSmoker   ,?a  drug  Vinorelbine,0.020785,0.367347,0.367347,36,98,98,?a
?a  comorbidity  Diabetes_Mellitus  ?a  smokingHabit  PreviousSmoker   ,?a  drug  Carboplatin,0.020785,0.367347,0.367347,36,98,98,?a
?a  comorbidity  Depression  ?a  comorbidity  Others   ,?a  smokingHabit  CurrentSmoker,0.061761,0.286585,0.367188,47,164,128,?a
?a  biomarker  ALK_Positive  ?a  sex  female   ,?a  drug  Nivolumab,0.031755,0.366667,0.366667,55,150,150,?a
?a  biomarker  EGFR_Positive   ,?a  comorbidity  Diabetes_Mellitus,0.064535,0.366337,0.366337,111,303,303,?a
?a  biomarker  EGFR_Positive  ?a  comorbidity  Depression   ,?a  drug  Afatinib,0.030023,0.366197,0.366197,52,142,142,?a
?a  ageCategory  old  ?a  biomarker  EGFR_Positive   ,?a  drug  Vinorelbine,0.032333,0.366013,0.366013,56,153,153,?a
?a  biomarker  EGFR_Positive   ,?a  smokingHabit  NonSmoker,0.113009,0.283828,0.365957,86,303,235,?a
?a  hasRelapse  No  ?a  sex  female   ,?a  drug  Nivolumab,0.054273,0.365759,0.365759,94,257,257,?a
?a  biomarker  EGFR_Positive  ?a  sex  female   ,?a  drug  Afatinib,0.035219,0.365269,0.365269,61,167,167,?a
?a  sex  male   ,?a  drug  Carboplatin,0.099885,0.364979,0.364979,173,474,474,?a
?a  drug  Cisplatin  ?a  hasRelapse  No   ,?a  smokingHabit  CurrentSmoker,0.067017,0.301775,0.364286,51,169,140,?a
?a  ageCategory  old  ?a  comorbidity  Depression   ,?a  smokingHabit  CurrentSmoker,0.088042,0.288793,0.36413,67,232,184,?a
?a  ageCategory  old  ?a  hasRelapse  Yes   ,?a  smokingHabit  NonSmoker,0.088042,0.27572,0.36413,67,243,184,?a
?a  ageCategory  old  ?a  biomarker  ALK_Positive   ,?a  smokingHabit  PreviousSmoker,0.047306,0.28125,0.363636,36,128,99,?a
?a  biomarker  ROS1_Positive  ?a  comorbidity  Others   ,?a  drug  Cisplatin,0.030023,0.363636,0.363636,52,143,143,?a
?a  biomarker  ROS1_Positive  ?a  smokingHabit  NonSmoker   ,?a  drug  Nivolumab,0.016166,0.363636,0.363636,28,77,77,?a
?a  hasRelapse  No   ,?a  drug  Nivolumab,0.105658,0.363095,0.363095,183,504,504,?a
?a  comorbidity  Diabetes_Mellitus  ?a  hasRelapse  Yes   ,?a  smokingHabit  NonSmoker,0.074901,0.275362,0.363057,57,207,157,?a
?a  ageCategory  old  ?a  smokingHabit  CurrentSmoker   ,?a  drug  Vinorelbine,0.025982,0.362903,0.362903,45,124,124,?a
?a  sex  male   ,?a  drug  Cisplatin,0.099307,0.362869,0.362869,172,474,474,?a
?a  comorbidity  Diabetes_Mellitus  ?a  drug  Nivolumab   ,?a  smokingHabit  CurrentSmoker,0.04862,0.282443,0.362745,37,131,102,?a
?a  comorbidity  Others   ,?a  drug  Vinorelbine,0.092956,0.362613,0.362613,161,444,444,?a
?a  biomarker  EGFR_Positive  ?a  comorbidity  Others   ,?a  drug  Afatinib,0.031178,0.362416,0.362416,54,149,149,?a
?a  biomarker  EGFR_Positive  ?a  comorbidity  Others   ,?a  drug  Cisplatin,0.031178,0.362416,0.362416,54,149,149,?a
?a  comorbidity  Cardiopathy   ,?a  drug  Vinorelbine,0.086605,0.362319,0.362319,150,414,414,?a
?a  sex  female  ?a  smokingHabit  CurrentSmoker   ,?a  drug  Nivolumab,0.028868,0.362319,0.362319,50,138,138,?a
?a  ageCategory  old  ?a  smokingHabit  NonSmoker   ,?a  drug  Nivolumab,0.026559,0.362205,0.362205,46,127,127,?a
?a  ageCategory  young  ?a  smokingHabit  CurrentSmoker   ,?a  drug  Nivolumab,0.026559,0.362205,0.362205,46,127,127,?a
?a  hasRelapse  Yes  ?a  smokingHabit  PreviousSmoker   ,?a  drug  Carboplatin,0.024249,0.362069,0.362069,42,116,116,?a
?a  comorbidity  Diabetes_Mellitus  ?a  drug  Carboplatin   ,?a  smokingHabit  CurrentSmoker,0.051248,0.270833,0.361111,39,144,108,?a
?a  biomarker  EGFR_Positive  ?a  hasRelapse  No   ,?a  drug  Afatinib,0.030023,0.361111,0.361111,52,144,144,?a
?a  comorbidity  Depression  ?a  hasRelapse  Yes   ,?a  drug  Cisplatin,0.047921,0.36087,0.36087,83,230,230,?a
?a  ageCategory  young  ?a  biomarker  ROS1_Positive   ,?a  drug  Nivolumab,0.03291,0.360759,0.360759,57,158,158,?a
?a  drug  Carboplatin   ,?a  smokingHabit  CurrentSmoker,0.122208,0.261972,0.360465,93,355,258,?a
?a  biomarker  EGFR_Positive  ?a  comorbidity  Depression   ,?a  smokingHabit  CurrentSmoker,0.052562,0.28169,0.36036,40,142,111,?a
?a  ageCategory  young  ?a  drug  Carboplatin   ,?a  smokingHabit  PreviousSmoker,0.052562,0.243902,0.36036,40,164,111,?a
?a  ageCategory  old  ?a  comorbidity  Cardiopathy   ,?a  smokingHabit  NonSmoker,0.064389,0.26776,0.360294,49,183,136,?a
?a  ageCategory  young  ?a  biomarker  EGFR_Positive   ,?a  drug  Afatinib,0.031178,0.36,0.36,54,150,150,?a
?a  ageCategory  old  ?a  sex  male   ,?a  drug  Afatinib,0.047344,0.359649,0.359649,82,228,228,?a
?a  biomarker  EGFR_Positive  ?a  biomarker  ROS1_Positive   ,?a  drug  Nivolumab,0.018476,0.359551,0.359551,32,89,89,?a
?a  biomarker  ROS1_Positive  ?a  smokingHabit  CurrentSmoker   ,?a  drug  Vinorelbine,0.018476,0.359551,0.359551,32,89,89,?a
?a  biomarker  EGFR_Positive  ?a  biomarker  ROS1_Positive   ,?a  drug  Vinorelbine,0.018476,0.359551,0.359551,32,89,89,?a
?a  comorbidity  Depression   ,?a  drug  Afatinib,0.095266,0.359477,0.359477,165,459,459,?a
?a  ageCategory  old  ?a  biomarker  EGFR_Positive   ,?a  drug  Cisplatin,0.031755,0.359477,0.359477,55,153,153,?a
?a  drug  Afatinib  ?a  drug  Nivolumab   ,?a  smokingHabit  NonSmoker,0.030223,0.247312,0.359375,23,93,64,?a
?a  ageCategory  young  ?a  comorbidity  Cardiopathy   ,?a  drug  Nivolumab,0.047921,0.359307,0.359307,83,231,231,?a
?a  comorbidity  Diabetes_Mellitus  ?a  sex  male   ,?a  drug  Vinorelbine,0.040993,0.358586,0.358586,71,198,198,?a
?a  smokingHabit  CurrentSmoker   ,?a  drug  Nivolumab,0.051963,0.358566,0.358566,90,251,251,?a
?a  ageCategory  old  ?a  comorbidity  Diabetes_Mellitus   ,?a  smokingHabit  CurrentSmoker,0.074901,0.285,0.358491,57,200,159,?a
?a  comorbidity  Others  ?a  hasRelapse  Yes   ,?a  drug  Cisplatin,0.046767,0.358407,0.358407,81,226,226,?a
?a  comorbidity  Others  ?a  hasRelapse  No   ,?a  smokingHabit  PreviousSmoker,0.081472,0.284404,0.358382,62,218,173,?a
?a  biomarker  ROS1_Positive  ?a  comorbidity  Diabetes_Mellitus   ,?a  drug  Vinorelbine,0.024827,0.358333,0.358333,43,120,120,?a
?a  ageCategory  young  ?a  sex  female   ,?a  drug  Nivolumab,0.055427,0.358209,0.358209,96,268,268,?a
?a  biomarker  ALK_Positive  ?a  smokingHabit  CurrentSmoker   ,?a  drug  Vinorelbine,0.013857,0.358209,0.358209,24,67,67,?a
?a  ageCategory  old  ?a  comorbidity  Others   ,?a  drug  Nivolumab,0.044457,0.35814,0.35814,77,215,215,?a
?a  ageCategory  old   ,?a  drug  Afatinib,0.100462,0.358025,0.358025,174,486,486,?a
?a  comorbidity  Diabetes_Mellitus   ,?a  smokingHabit  CurrentSmoker,0.148489,0.280397,0.357595,113,403,316,?a
?a  sex  female   ,?a  drug  Nivolumab,0.108545,0.357414,0.357414,188,526,526,?a
?a  comorbidity  Diabetes_Mellitus   ,?a  drug  Carboplatin,0.083141,0.35732,0.35732,144,403,403,?a
?a  comorbidity  Depression   ,?a  comorbidity  Others,0.095349,0.357298,0.357298,164,459,459,?a
?a  comorbidity  Others   ,?a  smokingHabit  NonSmoker,0.157687,0.27027,0.357143,120,444,336,?a
?a  biomarker  ROS1_Positive  ?a  comorbidity  Depression   ,?a  drug  Vinorelbine,0.028868,0.357143,0.357143,50,140,140,?a
?a  hasRelapse  Yes   ,?a  drug  Cisplatin,0.102194,0.356855,0.356855,177,496,496,?a
?a  hasRelapse  No  ?a  sex  female   ,?a  smokingHabit  CurrentSmoker,0.093298,0.276265,0.356784,71,257,199,?a
?a  biomarker  ROS1_Positive   ,?a  drug  Vinorelbine,0.064665,0.356688,0.356688,112,314,314,?a
?a  comorbidity  Cardiopathy  ?a  sex  female   ,?a  smokingHabit  PreviousSmoker,0.073587,0.255708,0.356688,56,219,157,?a
?a  ageCategory  young  ?a  hasRelapse  No   ,?a  smokingHabit  NonSmoker,0.094612,0.275862,0.356436,72,261,202,?a
?a  comorbidity  Cardiopathy  ?a  hasRelapse  No   ,?a  smokingHabit  PreviousSmoker,0.081472,0.27193,0.356322,62,228,174,?a
?a  biomarker  ROS1_Positive  ?a  sex  female   ,?a  drug  Afatinib,0.036374,0.355932,0.355932,63,177,177,?a
?a  comorbidity  Depression  ?a  comorbidity  Diabetes_Mellitus   ,?a  smokingHabit  NonSmoker,0.04862,0.266187,0.355769,37,139,104,?a
?a  comorbidity  Cardiopathy  ?a  smokingHabit  PreviousSmoker   ,?a  drug  Nivolumab,0.02194,0.35514,0.35514,38,107,107,?a
?a  biomarker  ALK_Positive  ?a  hasRelapse  Yes   ,?a  drug  Afatinib,0.028291,0.355072,0.355072,49,138,138,?a
?a  comorbidity  Depression  ?a  sex  female   ,?a  smokingHabit  CurrentSmoker,0.078844,0.266667,0.35503,60,225,169,?a
?a  ageCategory  young  ?a  comorbidity  Cardiopathy   ,?a  smokingHabit  PreviousSmoker,0.078844,0.25974,0.35503,60,231,169,?a
?a  smokingHabit  CurrentSmoker   ,?a  drug  Cisplatin,0.051386,0.354582,0.354582,89,251,251,?a
?a  smokingHabit  CurrentSmoker   ,?a  drug  Vinorelbine,0.051386,0.354582,0.354582,89,251,251,?a
?a  ageCategory  young   ,?a  drug  Vinorelbine,0.105081,0.354086,0.354086,182,514,514,?a
?a  ageCategory  old   ,?a  drug  Vinorelbine,0.099307,0.353909,0.353909,172,486,486,?a
?a  ageCategory  young  ?a  drug  Nivolumab   ,?a  smokingHabit  CurrentSmoker,0.060447,0.261364,0.353846,46,176,130,?a
?a  drug  Vinorelbine  ?a  sex  female   ,?a  smokingHabit  CurrentSmoker,0.068331,0.266667,0.353741,52,195,147,?a
?a  comorbidity  Others   ,?a  drug  Cisplatin,0.090647,0.353604,0.353604,157,444,444,?a
?a  biomarker  ROS1_Positive   ,?a  drug  Nivolumab,0.064088,0.353503,0.353503,111,314,314,?a
?a  biomarker  EGFR_Positive  ?a  comorbidity  Cardiopathy   ,?a  drug  Nivolumab,0.027136,0.353383,0.353383,47,133,133,?a
?a  biomarker  ALK_Positive  ?a  sex  female   ,?a  drug  Cisplatin,0.0306,0.353333,0.353333,53,150,150,?a
?a  biomarker  EGFR_Positive   ,?a  drug  Cisplatin,0.061778,0.353135,0.353135,107,303,303,?a
?a  drug  Carboplatin  ?a  hasRelapse  Yes   ,?a  smokingHabit  PreviousSmoker,0.055191,0.251497,0.352941,42,167,119,?a
?a  biomarker  ALK_Positive  ?a  biomarker  EGFR_Positive   ,?a  smokingHabit  PreviousSmoker,0.023653,0.243243,0.352941,18,74,51,?a
?a  ageCategory  old  ?a  biomarker  ROS1_Positive   ,?a  smokingHabit  PreviousSmoker,0.055191,0.269231,0.352941,42,156,119,?a
?a  sex  male  ?a  smokingHabit  PreviousSmoker   ,?a  drug  Nivolumab,0.024249,0.352941,0.352941,42,119,119,?a
?a  ageCategory  young  ?a  biomarker  ALK_Positive   ,?a  drug  Nivolumab,0.031755,0.352564,0.352564,55,156,156,?a
?a  comorbidity  Diabetes_Mellitus  ?a  hasRelapse  No   ,?a  smokingHabit  PreviousSmoker,0.073587,0.285714,0.352201,56,196,159,?a
?a  comorbidity  Depression  ?a  hasRelapse  Yes   ,?a  drug  Vinorelbine,0.046767,0.352174,0.352174,81,230,230,?a
?a  biomarker  ALK_Positive   ,?a  drug  Afatinib,0.057737,0.352113,0.352113,100,284,284,?a
?a  drug  Vinorelbine  ?a  sex  male   ,?a  smokingHabit  PreviousSmoker,0.057819,0.27673,0.352,44,159,125,?a
?a  biomarker  ROS1_Positive  ?a  sex  male   ,?a  smokingHabit  PreviousSmoker,0.049934,0.277372,0.351852,38,137,108,?a
?a  hasRelapse  No  ?a  sex  female   ,?a  smokingHabit  PreviousSmoker,0.091984,0.272374,0.351759,70,257,199,?a
?a  comorbidity  Cardiopathy  ?a  sex  female   ,?a  drug  Cisplatin,0.044457,0.351598,0.351598,77,219,219,?a
?a  ageCategory  old  ?a  smokingHabit  PreviousSmoker   ,?a  drug  Nivolumab,0.026559,0.351145,0.351145,46,131,131,?a
?a  biomarker  ALK_Positive  ?a  comorbidity  Cardiopathy   ,?a  smokingHabit  NonSmoker,0.043364,0.272727,0.351064,33,121,94,?a
?a  ageCategory  old  ?a  comorbidity  Others   ,?a  smokingHabit  CurrentSmoker,0.078844,0.27907,0.350877,60,215,171,?a
?a  ageCategory  old  ?a  comorbidity  Others   ,?a  smokingHabit  PreviousSmoker,0.078844,0.27907,0.350877,60,215,171,?a
?a  comorbidity  Cardiopathy   ,?a  smokingHabit  PreviousSmoker,0.140604,0.258454,0.35082,107,414,305,?a
?a  comorbidity  Depression   ,?a  drug  Vinorelbine,0.092956,0.350763,0.350763,161,459,459,?a
?a  biomarker  ALK_Positive   ,?a  smokingHabit  NonSmoker,0.098555,0.264085,0.350467,75,284,214,?a
?a  sex  female   ,?a  smokingHabit  CurrentSmoker,0.18134,0.262357,0.350254,138,526,394,?a
?a  hasRelapse  No  ?a  sex  female   ,?a  drug  Afatinib,0.051963,0.350195,0.350195,90,257,257,?a
?a  biomarker  ROS1_Positive  ?a  comorbidity  Depression   ,?a  drug  Cisplatin,0.028291,0.35,0.35,49,140,140,?a
?a  comorbidity  Diabetes_Mellitus   ,?a  comorbidity  Cardiopathy,0.081977,0.349876,0.349876,141,403,403,?a
?a  biomarker  EGFR_Positive   ,?a  drug  Nivolumab,0.061201,0.349835,0.349835,106,303,303,?a
